working_id,equipment,name_en_normalized,name_ko_candidate,naming_status,body_part_ko,recording_type,semantic_flags
gvs_831c9587df68b757,Cable,Cable Seated Overhead Curl (Sz Bar),,UNRESOLVED,팔,weight_reps,
gvs_3d2f6ec294ede336,Cable,Cable Seated Rear Lateral Raise,케이블 시티드 리어 레터럴 레이즈,EXISTING_DRAFT,어깨,weight_reps,
gvs_76d929b1faf5f3f1,Cable,Cable Seated Reverse Shrug,케이블 시티드 리버스 슈러그,EXISTING_DRAFT,등,weight_reps,
gvs_f1762669e1ed9309,Cable,Cable Seated Row,케이블 시티드 로우,EXISTING_DRAFT,등,weight_reps,
gvs_f29496d5b98d8539,Cable,Cable Seated Single Arm Alternate Row,케이블 시티드 원암 얼터네이트 로우,EXISTING_DRAFT,등,weight_reps,
gvs_7112ea20b44a17d2,Cable,Cable Seated Single Arm Chest Press,케이블 시티드 원암 체스트 프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_58cee43d19de3331,Cable,Cable Seated Single Arm Concentration Curl,케이블 시티드 원암 컨센트레이션 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_40fbaf169a0584ac,Cable,Cable Seated Single Arm Row,케이블 시티드 원암 로우,EXISTING_DRAFT,등,weight_reps,
gvs_cab0b182e9802e54,Cable,Cable Seated Single Arm Unilateral Bicep Curl,,UNRESOLVED,팔,weight_reps,
gvs_26569c5f3e1c3277,Cable,Cable Seated Single Leg Extension,,UNRESOLVED,하체,weight_reps,
gvs_78028e69f1df2279,Cable,Cable Seated Supine Grip Row,,UNRESOLVED,등,weight_reps,
gvs_e2a75fc7f40b4657,Cable,Cable Seated Twist On Floor,,UNRESOLVED,코어,weight_reps,
gvs_4e6de652b3ca81b8,Cable,Cable Seated Unilateral Bicep Curl,,UNRESOLVED,팔,weight_reps,
gvs_bfb1a2f0a379de2e,Cable,Cable Seated Wide Grip Row,케이블 시티드 와이드 그립 로우,EXISTING_DRAFT,등,weight_reps,
gvs_d266b2ac408687ca,Cable,Cable Shoulder 90 Degrees External Rotation,,UNRESOLVED,등,weight_reps,
gvs_dc01d33c75eb3786,Cable,Cable Shoulder 90 Degrees Internal Rotation,,UNRESOLVED,등,weight_reps,
gvs_c81d58626f4a0664,Cable,Cable Shoulder Internal Rotation,케이블 숄더 내회전,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_9e74269a0730ca34,Cable,Cable Shoulder Press,케이블 숄더 프레스,EXISTING_DRAFT,어깨,weight_reps,
gvs_d687ce53298a216b,Cable,Cable Shrug,케이블 슈러그,EXISTING_DRAFT,등,weight_reps,
gvs_90c8e11c6f2ddea0,Cable,Cable Side Bend,,UNRESOLVED,코어,weight_reps,
gvs_76966881de9adb95,Cable,Cable Side Lying Single Arm Lateral Raise S,,UNRESOLVED,어깨,weight_reps,
gvs_82f8eb2470e9517e,Cable,Cable Single Arm Bench Press,케이블 원암 벤치프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_39fa57fc6d1c972e,Cable,Cable Single Arm Bent Over Row,케이블 원암 벤트오버 로우,EXISTING_DRAFT,등,weight_reps,
gvs_270a9e7061ad7c72,Cable,Cable Single Arm Biceps Curl,케이블 원암 바이셉 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_a69669260c6e0650,Cable,Cable Single Arm Crossover,,UNRESOLVED,가슴,weight_reps,
gvs_f78f3ca63d228208,Cable,Cable Single Arm Curl,케이블 원암 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_ce9a8be4b6403a8e,Cable,Cable Single Arm Front Raise,케이블 원암 프론트 레이즈,EXISTING_DRAFT,어깨,weight_reps,
gvs_9ce3b39bc76e9e23,Cable,Cable Single Arm High Row,케이블 원암 하이 로우,EXISTING_DRAFT,등,weight_reps,
gvs_55e6951380dbbebb,Cable,Cable Single Arm High Row With Chest Support,,UNRESOLVED,등,weight_reps,
gvs_708c9deb586b29bb,Cable,Cable Single Arm High Scapular Row,,UNRESOLVED,등,weight_reps,
gvs_2c5320e2b5191da4,Cable,Cable Single Arm High To Low Woodchopper,,UNRESOLVED,코어,weight_reps,
gvs_889ffdb03ee2a336,Cable,Cable Single Arm Inner Biceps Curl,케이블 원암 이너 바이셉 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_b9904cf0b4139ebe,Cable,Cable Single Arm Lat Pulldown,케이블 원암 랫 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_f5a0bb36f890f944,Cable,Cable Single Arm Lateral Bent Over,,UNRESOLVED,,weight_reps,
gvs_6f39dd51d938ed71,Cable,Cable Single Arm Lateral Raise,케이블 원암 레터럴 레이즈,EXISTING_DRAFT,어깨,weight_reps,
gvs_3e35f20c53c86f26,Cable,Cable Single Arm Low Fly,케이블 원암 로우 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_c60be8b9bababbb5,Cable,Cable Single Arm Low Scapular Row,,UNRESOLVED,등,weight_reps,
gvs_b78ffc3c5fe665fa,Cable,Cable Single Arm Neutral Grip Biceps Curl,케이블 원암 뉴트럴 그립 바이셉 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_ae8d9d05fed0f1ed,Cable,Cable Single Arm Neutral Grip Front Raise,케이블 원암 뉴트럴 그립 프론트 레이즈,EXISTING_DRAFT,어깨,weight_reps,
gvs_90e66781423613ad,Cable,Cable Single Arm Preacher Curl,케이블 원암 프리처 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_80e7e546565280c8,Cable,Cable Single Arm Pulldown,케이블 원암 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_9e48e3ea00608668,Cable,Cable Single Arm Reverse Fly,케이블 원암 리버스 플라이,EXISTING_DRAFT,어깨,weight_reps,
gvs_602cfa1302c907eb,Cable,Cable Single Arm Side Triceps Pushdown,케이블 원암 사이드 트라이셉 푸시다운,EXISTING_DRAFT,팔,weight_reps,
gvs_58aea4f56fb45f35,Cable,Cable Single Arm Tricep Pushdown,,UNRESOLVED,팔,weight_reps,
gvs_ec94f4b2dd3dca68,Cable,Cable Single Arm Triceps Pushdown (Rope Attachment,케이블 원암 트라이셉 푸시다운 로프 어태치먼트,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_b7a8ae69add84241,Cable,Cable Single Arm Twisting Seated Row,,UNRESOLVED,등,weight_reps,
gvs_df739e5966e08979,Cable,Cable Single Leg Tuck Reverse Crunch,,UNRESOLVED,코어,weight_reps,
gvs_8d2d057a6f6615c0,Cable,Cable Split Stance Single Arm Row,케이블 스플릿 스탠스 원암 로우,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_9d1bdf82e9eb3794,Cable,Cable Squat,케이블 스쿼트,EXISTING_DRAFT,하체,weight_reps,
gvs_2e46e53cae8eae7e,Cable,Cable Squat Row (With Rope Attachment) Back,,UNRESOLVED,하체,weight_reps,
gvs_d99813f44c7e5bd6,Cable,Cable Squatting Curl,,UNRESOLVED,팔,weight_reps,
gvs_98dc4fa3d819363b,Cable,Cable Standing Alternate Chest Fly,케이블 스탠딩 얼터네이트 체스트 플라이,EXISTING_DRAFT,가슴,weight_reps,
gvs_08124ae3b4545533,Cable,Cable Standing Back Wrist Curl,케이블 스탠딩 백 리스트 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_032c0f650108b445,Cable,Cable Standing Backhand,,UNRESOLVED,코어,weight_reps,
gvs_0529e87ae1b231f4,Cable,Cable Standing Chest Press,케이블 스탠딩 체스트 프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_f1533c041889b2e6,Cable,Cable Standing Close Grip Row,케이블 스탠딩 클로즈 그립 로우,EXISTING_DRAFT,등,weight_reps,
gvs_ac38f28332e6740b,Cable,Cable Standing Close Press,,UNRESOLVED,팔,weight_reps,
gvs_24c595be514e8f00,Cable,Cable Standing Cross Over High Reverse Fly,,UNRESOLVED,어깨,weight_reps,
gvs_b9b809d1424c14e5,Cable,Cable Standing Crossover,,UNRESOLVED,가슴,weight_reps,
gvs_b1c104d55974276d,Cable,Cable Standing Crunch (With Rope Attachment),,UNRESOLVED,코어,weight_reps,
gvs_c268a2aa05f69a2c,Cable,Cable Standing Face Pull,케이블 스탠딩 페이스 풀,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_9120a563bd56498b,Cable,Cable Standing Face Pull (With Rope),,UNRESOLVED,어깨,weight_reps,
gvs_e4f755160f5f3398,Cable,Cable Standing Fly,케이블 스탠딩 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_e24343f5eeb1c6ed,Cable,Cable Standing Front Raise Variation,,UNRESOLVED,어깨,weight_reps,
gvs_f8f43d54621f497a,Cable,Cable Standing High Cross Triceps Extension,케이블 스탠딩 하이 크로스 트라이셉 익스텐션,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_f62b5f2e458a2576,Cable,Cable Standing Hip Extension,케이블 스탠딩 힙 익스텐션,NEW_HIGH_CONFIDENCE_DRAFT,하체,weight_reps,
gvs_3236b524659a2d26,Cable,Cable Standing Hip Flexion,,UNRESOLVED,하체,weight_reps,
gvs_41240d8df0781511,Cable,Cable Standing Hip Thrust,케이블 스탠딩 힙 쓰러스트,EXISTING_DRAFT,하체,weight_reps,
gvs_47d43cb55eff1155,Cable,Cable Standing Inner Curl,케이블 스탠딩 이너 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_56af92a056891fae,Cable,Cable Standing Lat Pulldown,케이블 스탠딩 랫 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_66e9041794d97ec7,Cable,Cable Standing Lat Pushdown (Rope Equipment),,UNRESOLVED,등,weight_reps,
gvs_6085b2b125d4156d,Cable,Cable Standing Leg Curl,케이블 스탠딩 레그 컬,EXISTING_DRAFT,하체,weight_reps,
gvs_583afa7aab302710,Cable,Cable Standing Lift,,UNRESOLVED,코어,weight_reps,
gvs_dbac54190f289dc1,Cable,Cable Standing Neutral Grip Fly,케이블 스탠딩 뉴트럴 그립 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_d5b2a3c7290ad98f,Cable,Cable Standing Pulldown (With Rope),,UNRESOLVED,팔,weight_reps,
gvs_b2313d3a6ecbea38,Cable,Cable Standing Rear Delt Row (With Rope),,UNRESOLVED,어깨,weight_reps,
gvs_18b6f372fc2dc2e4,Cable,Cable Standing Reverse Curl (Sz Bar),,UNRESOLVED,팔,weight_reps,
gvs_96334b127e93a648,Cable,Cable Standing Reverse Grip Curl (Straight Bar),케이블 스탠딩 리버스 그립 컬 스트레이트 바,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_bbdf090f44dfbadf,Cable,Cable Standing Row,케이블 스탠딩 로우,EXISTING_DRAFT,등,weight_reps,
gvs_741185905fdd2f9a,Cable,Cable Standing Serratus (Obliques) Crunch,,UNRESOLVED,코어,weight_reps,
gvs_46a09ec12b003de9,Cable,Cable Standing Shoulder External Rotation,케이블 스탠딩 숄더 외회전,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_41bba5f10c5947fd,Cable,Cable Standing Single Arm Face Pull,케이블 스탠딩 원암 페이스 풀,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_53b4324c041ec82e,Cable,Cable Standing Single Arm Fly,케이블 스탠딩 원암 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_af769fe9fc660ead,Cable,Cable Standing Single Arm Horizontal Triceps Exten,,UNRESOLVED,팔,weight_reps,
gvs_de817d66d86ca188,Cable,Cable Standing Single Arm Preacher Curl,케이블 스탠딩 원암 프리처 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_858881f603bbe894,Cable,Cable Standing Single Arm Serratus (Obliques) Crunch,,UNRESOLVED,코어,weight_reps,
gvs_ffe8fc122cf1fc1c,Cable,Cable Standing Single Arm Tricep Pushdown (Overhand G,,UNRESOLVED,팔,weight_reps,
gvs_cdf9b60a416aaab4,Cable,Cable Standing Single Arm Triceps Extension,케이블 스탠딩 원암 트라이셉 익스텐션,EXISTING_DRAFT,팔,weight_reps,
gvs_cd027509ae6d9a41,Cable,Cable Standing Single Delt Row,,UNRESOLVED,어깨,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_800297df06de849f,Cable,Cable Standing Single Leg Calf Raise,케이블 스탠딩 싱글 레그 카프 레이즈,EXISTING_DRAFT,하체,weight_reps,
gvs_8f751a83d907f973,Cable,Cable Standing Squeez Upper Chest Press,,UNRESOLVED,가슴,weight_reps,
gvs_04b8632090b76b6e,Cable,Cable Standing Supinated Face Pull (With Rope),,UNRESOLVED,어깨,weight_reps,
gvs_3912e7bbd6675403,Cable,Cable Standing Up Straight Crossovers,,UNRESOLVED,가슴,weight_reps,
gvs_1963b641c9f1f885,Cable,Cable Standing Wood Chopper,,UNRESOLVED,코어,weight_reps,
gvs_3cbfc7a37404084b,Cable,Cable Standing Wrist Curl,케이블 스탠딩 리스트 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_b2ed2ea820395986,Cable,Cable Standing Wrist Reverse Curl,케이블 스탠딩 리스트 리버스 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_b4bc1aaa26d67590,Cable,Cable Standing Wrist Roll,,UNRESOLVED,팔,weight_reps,
gvs_aa405908f109f70a,Cable,Cable Standing Y Raise,,UNRESOLVED,어깨,weight_reps,
gvs_10e81de98aef00c9,Cable,Cable Standing Y Raises (With Rope Attachment),,UNRESOLVED,,weight_reps,
gvs_e2767b3ba88e6ef3,Cable,Cable Stiff Leg Deadlift From Stepbox,,UNRESOLVED,하체,weight_reps,
gvs_e5e69e4c84a7725a,Cable,Cable Straight Arm Pulldown (With Rope Attachment),,UNRESOLVED,등,weight_reps,
gvs_5c9946158f44337d,Cable,Cable Straight Arm Pulldown (With Rope),,UNRESOLVED,등,weight_reps,
gvs_a2e3ef78da1286ae,Cable,Cable Straight Arm Pulldown Ii,,UNRESOLVED,등,weight_reps,
gvs_9fe0dad92d46219d,Cable,Cable Straight Back Seated Row,,UNRESOLVED,등,weight_reps,
gvs_e8f35039d06b771d,Cable,Cable Straight Leg Diagonal Kickback,,UNRESOLVED,하체,weight_reps,
gvs_527c31da43a884d4,Cable,Cable Straight Legs Pull Through (With Rope),,UNRESOLVED,,weight_reps,
gvs_3ada1b1e2d154f64,Cable,Cable Supported Single Leg Hamstrings Concentratio,,UNRESOLVED,하체,weight_reps,
gvs_4c256f80207b0326,Cable,Cable Sz Bar Close Grip Curl,,UNRESOLVED,팔,weight_reps,
gvs_080be362685ef3e4,Cable,Cable Triceps Pushdown (Sz Bar),,UNRESOLVED,팔,weight_reps,
gvs_0e479b6fc42ea76f,Cable,Cable Triceps Pushdown (V Bar Attachment),,UNRESOLVED,팔,weight_reps,
gvs_fba190871b3f0b57,Cable,Cable Triceps Pushdown On Floor,,UNRESOLVED,팔,weight_reps,
gvs_c779e3a87ad393ae,Cable,Cable Tuck Reverse Crunch,,UNRESOLVED,코어,weight_reps,
gvs_5e0e830c4cfd2ab2,Cable,Cable Twin Handle Parallel Grip Lat Pulldown,,UNRESOLVED,등,weight_reps,
gvs_6babbfbed637c2c4,Cable,Cable Twist,케이블 트위스트,NEW_HIGH_CONFIDENCE_DRAFT,코어,weight_reps,
gvs_7918345ab3ce5dec,Cable,Cable Twist (Down Up),,UNRESOLVED,코어,weight_reps,
gvs_32dfaf896dc13f2d,Cable,Cable Twist (Up Down),,UNRESOLVED,코어,weight_reps,
gvs_a5735eac3d59bcf6,Cable,Cable Twisting Overhead Press,,UNRESOLVED,어깨,weight_reps,
gvs_b0d6b97eae91564c,Cable,Cable Twisting Pull,,UNRESOLVED,등,weight_reps,
gvs_9ab8c22154f550c5,Cable,Cable Underhand Pulldown,,UNRESOLVED,등,weight_reps,
gvs_c5b86a1cc323ac42,Cable,Cable Unilateral Bicep Curl,,UNRESOLVED,팔,weight_reps,
gvs_c66fab9387618043,Cable,Cable Upper Chest Crossovers,,UNRESOLVED,가슴,weight_reps,
gvs_761d55fc89d5aaee,Cable,Cable Upright Row,케이블 업라이트 로우,EXISTING_DRAFT,어깨,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_412e62314666ca59,Cable,Cable Wide Grip Lat Pulldown,케이블 와이드 그립 랫 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_54ef5c8b6cb921bb,Cable,Cable Wide Grip Rear Pulldown Behind Neck,,UNRESOLVED,등,weight_reps,
gvs_e258545e6ff63928,Cable,Cable Wrist Curl,케이블 리스트 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_883d7dc7833c40cf,Cable,Cable Y Raise,,UNRESOLVED,어깨,weight_reps,
gvs_553b4119a68c2275,Dumbbell,Dumbbell 2 Point Bench Press,,UNRESOLVED,가슴,weight_reps,
gvs_6c7cecff66660af7,Dumbbell,Dumbbell 21s,,UNRESOLVED,팔,weight_reps,
gvs_4911663cb451987e,Dumbbell,Dumbbell 3 Point Bench Press,,UNRESOLVED,가슴,weight_reps,
gvs_1c5128fc8f73d0c2,Dumbbell,Dumbbell Alternate Bench Press (High Start),,UNRESOLVED,가슴,weight_reps,
gvs_7fadfb50fef49046,Dumbbell,Dumbbell Alternate Biceps Curl,덤벨 얼터네이트 바이셉 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_fc2e21d9c09522cd,Dumbbell,Dumbbell Alternate Front Raise,덤벨 얼터네이트 프론트 레이즈,EXISTING_DRAFT,어깨,weight_reps,
gvs_c41ad8886ddb941e,Dumbbell,Dumbbell Alternate Hammer Srtict Curl,,UNRESOLVED,팔,weight_reps,
gvs_4412f26132441015,Dumbbell,Dumbbell Alternate Seated Hammer Curl,덤벨 얼터네이트 시티드 해머 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_89709d72162dd9dc,Dumbbell,Dumbbell Alternate Shoulder Press,덤벨 얼터네이트 숄더 프레스,EXISTING_DRAFT,어깨,weight_reps,
gvs_c96492ab14795303,Dumbbell,Dumbbell Alternate Side Press,덤벨 얼터네이트 사이드 프레스,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_a145307be9cebeeb,Dumbbell,Dumbbell Alternate V Up,,UNRESOLVED,코어,weight_reps,
gvs_f9ef1cb03b23f766,Dumbbell,Dumbbell Alternate Z Press,,UNRESOLVED,어깨,weight_reps,
gvs_ac11e3a56dda03e9,Dumbbell,Dumbbell Alternating Floor Press,덤벨 얼터네이팅 플로어 프레스,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_60d49a8bd87b1753,Dumbbell,Dumbbell Alternative Fly,,UNRESOLVED,가슴,weight_reps,
gvs_092ad02c9fee57e2,Dumbbell,Dumbbell Arnold Press,덤벨 아놀드 프레스,EXISTING_DRAFT,어깨,weight_reps,
gvs_96ba99664c45b2a8,Dumbbell,Dumbbell Arnold Press Ii,,UNRESOLVED,어깨,weight_reps,
gvs_e1e0a5c1edb8e62d,Dumbbell,Dumbbell Around Pullover,,UNRESOLVED,가슴,weight_reps,
gvs_5921a7480aea8d9a,Dumbbell,Dumbbell Assisted Bulgarian Split Squat,덤벨 어시스트 불가리안 스플릿 스쿼트,EXISTING_DRAFT,하체,weight_reps,
gvs_fba3386f3b591d9f,Dumbbell,Dumbbell Banded Hip Thrust,덤벨 밴디드 힙 쓰러스트,NEW_HIGH_CONFIDENCE_DRAFT,하체,weight_reps,
gvs_d2bdbbbc654689a2,Dumbbell,Dumbbell Bar Grip Sumo Squat,,UNRESOLVED,하체,weight_reps,
gvs_a0bcaedca751e4ca,Dumbbell,Dumbbell Bear Crawl Push Up,,UNRESOLVED,가슴,weight_reps,
gvs_838b1b1c29071d66,Dumbbell,Dumbbell Behind Back Finger Curl,덤벨 비하인드 백 핑거 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_214f221642aee61c,Dumbbell,Dumbbell Bench Dip,,UNRESOLVED,팔,weight_reps,
gvs_44777df8f49bb5c6,Dumbbell,Dumbbell Bench Press,덤벨 벤치프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_55906c2267b4ac70,Dumbbell,Dumbbell Bench Seated Press,덤벨 벤치 시티드 프레스,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_a8315aa9c9c56e41,Dumbbell,Dumbbell Bench Squat,덤벨 벤치 스쿼트,NEW_HIGH_CONFIDENCE_DRAFT,하체,weight_reps,
gvs_31860fa3dedee22b,Dumbbell,Dumbbell Bent Over Curl,덤벨 벤트오버 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_77698696d68dd594,Dumbbell,Dumbbell Bent Over Face Pull,덤벨 벤트오버 페이스 풀,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_0ce8db48c195722a,Dumbbell,Dumbbell Bent Over Reverse Fly To Hammer Curl,,UNRESOLVED,가슴,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_055b1e55eedd12d1,Dumbbell,Dumbbell Bent Over Reverse Raise (Skier),,UNRESOLVED,어깨,weight_reps,
gvs_5f061a5d5fb5742d,Dumbbell,Dumbbell Bent Over Reverse Row,덤벨 벤트오버 리버스 로우,EXISTING_DRAFT,등,weight_reps,
gvs_ea3138cc8b02d6f2,Dumbbell,Dumbbell Bent Over Row,덤벨 벤트오버 로우,EXISTING_DRAFT,등,weight_reps,
gvs_0cf078756f540e79,Dumbbell,Dumbbell Bent Over Row Against Wall,,UNRESOLVED,등,weight_reps,
gvs_63cf913cbca3121a,Dumbbell,Dumbbell Bent Over Row Back,덤벨 벤트오버 로우 백,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_37c41bc0737e0a76,Dumbbell,Dumbbell Bent Over Scapula Row,,UNRESOLVED,등,weight_reps,
gvs_6396753505ba5e59,Dumbbell,Dumbbell Bent Over Single Arm Row,덤벨 벤트오버 원암 로우,EXISTING_DRAFT,등,weight_reps,
gvs_bcacdf25126eb949,Dumbbell,Dumbbell Bent Over Twisting Row,,UNRESOLVED,등,weight_reps,
gvs_ddb8773c53f85bde,Dumbbell,Dumbbell Bent Over Wide Row,,UNRESOLVED,어깨,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_d93d94b3e6e400db,Dumbbell,Dumbbell Bent Over Y Raise,,UNRESOLVED,어깨,weight_reps,
gvs_7f61ea618dc60cf9,Dumbbell,Dumbbell Biceps Curl,덤벨 바이셉 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_a13a5af75871a6a7,Dumbbell,Dumbbell Biceps Curl With Overhead Extension On St,,UNRESOLVED,팔,weight_reps,
gvs_30c514d8e9135eee,Dumbbell,Dumbbell Bosu Ball Goblet Squat,,UNRESOLVED,하체,weight_reps,
gvs_f4e9db4519f78795,Dumbbell,Dumbbell Bulgarian Split Squat,덤벨 불가리안 스플릿 스쿼트,EXISTING_DRAFT,하체,weight_reps,
gvs_a7f8110a125bb0a8,Dumbbell,Dumbbell Bulgarian Split Squat With Support,,UNRESOLVED,하체,weight_reps,
gvs_93322c4dd6bfe0e9,Dumbbell,Dumbbell Change Lateral Raise Curtsey Lunge,,UNRESOLVED,어깨,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_7fc8f2db76cb8bc3,Dumbbell,Dumbbell Change Plyo Side Lunge,,UNRESOLVED,하체,weight_reps,
gvs_b7a5168fdf121257,Dumbbell,Dumbbell Chest Supported Lateral Raises,,UNRESOLVED,어깨,weight_reps,
gvs_6a8184504a731046,Dumbbell,Dumbbell Clean,덤벨 클린,NEW_HIGH_CONFIDENCE_DRAFT,하체,weight_reps,
gvs_854bd6d9da74bd4d,Dumbbell,Dumbbell Clean And Press,덤벨 클린 앤 프레스,NEW_HIGH_CONFIDENCE_DRAFT,,weight_reps,
gvs_c4e1b08afd8ea5c0,Dumbbell,Dumbbell Close Grip Curl,덤벨 클로즈 그립 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_e7144050a7f30992,Dumbbell,Dumbbell Close Grip Press,덤벨 클로즈 그립 프레스,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_4b58e69589cfd0ed,Dumbbell,Dumbbell Concentration Curl,덤벨 컨센트레이션 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_22f45b780ba5d8aa,Dumbbell,Dumbbell Contralateral Glute Bridge Single Arm Che,,UNRESOLVED,하체,weight_reps,
gvs_d37991c71524f367,Dumbbell,Dumbbell Cossack Squats,,UNRESOLVED,하체,weight_reps,
gvs_da00a63458d5c4b8,Dumbbell,Dumbbell Cross Body Hammer Curl,,UNRESOLVED,팔,weight_reps,
gvs_452985d6a149ae78,Dumbbell,Dumbbell Cuban Press,,UNRESOLVED,어깨,weight_reps,
gvs_ff03d044af6e95e2,Dumbbell,Dumbbell Curl Press Extension,덤벨 컬 프레스 익스텐션,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_06deed52ae467e30,Dumbbell,Dumbbell Curl To Press,,UNRESOLVED,어깨,weight_reps,
gvs_1651862020bbc566,Dumbbell,Dumbbell Curtsey Lunge,,UNRESOLVED,하체,weight_reps,
gvs_1cd50cf4eb596b32,Dumbbell,Dumbbell Deadlift,덤벨 데드리프트,EXISTING_DRAFT,등,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_9c55d1ff5d32f117,Dumbbell,Dumbbell Deadlift 360 Degrees,,UNRESOLVED,등,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_8f121ce746edad07,Dumbbell,Dumbbell Decline Bench Press,덤벨 디클라인 벤치프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_242ef0c59f50e155,Dumbbell,Dumbbell Decline Fly,덤벨 디클라인 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_7e0112e4bf49831a,Dumbbell,Dumbbell Decline Hammer Press,덤벨 디클라인 해머 프레스,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_acb318e54a23f3e1,Dumbbell,Dumbbell Decline Lying Leg Curl,덤벨 디클라인 라잉 레그 컬,EXISTING_DRAFT,하체,weight_reps,
gvs_ba8f0099980479f9,Dumbbell,Dumbbell Decline Overhead Sit Up,덤벨 디클라인 오버헤드 싯업,EXISTING_DRAFT,코어,weight_reps,
gvs_aaa93bb0e8383af6,Dumbbell,Dumbbell Decline Pullover,덤벨 디클라인 풀오버,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_fe9d5235bc230ee9,Dumbbell,Dumbbell Decline Shrug,덤벨 디클라인 슈러그,EXISTING_DRAFT,등,weight_reps,
gvs_edb2e08bfac01f9b,Dumbbell,Dumbbell Decline Single Arm Hammer Press,덤벨 디클라인 원암 해머 프레스,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_19b3daabec7bde13,Dumbbell,Dumbbell Decline Sit Up,덤벨 디클라인 싯업,EXISTING_DRAFT,코어,weight_reps,
gvs_44dbf1627257e19c,Dumbbell,Dumbbell Decline Twist Fly,덤벨 디클라인 트위스트 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_6f080cd7fb90b4f7,Dumbbell,Dumbbell Deep Push Up And Renegade Row,,UNRESOLVED,가슴,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_96a28a5905d3cac5,Dumbbell,Dumbbell Drag Bicep Curl,,UNRESOLVED,팔,weight_reps,
